[rosmaster.main][INFO] 2019-12-31 09:10:29,444: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2019-12-31 09:10:29,444: Starting ROS Master Node
[xmlrpc][INFO] 2019-12-31 09:10:29,445: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2019-12-31 09:10:29,445: Started XML-RPC server [http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[xmlrpc][INFO] 2019-12-31 09:10:29,445: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2019-12-31 09:10:29,445: Master initialized: port[11311], uri[http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[rosmaster.master][INFO] 2019-12-31 09:10:29,492: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-31 09:10:29,495: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__39661] by /roslaunch
[rosmaster.master][INFO] 2019-12-31 09:10:29,589: +PARAM [/usb_cam/image_width] by /roslaunch
[rosmaster.master][INFO] 2019-12-31 09:10:29,589: +PARAM [/usb_cam/video_device] by /roslaunch
[rosmaster.master][INFO] 2019-12-31 09:10:29,589: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2019-12-31 09:10:29,589: +PARAM [/usb_cam/pixel_format] by /roslaunch
[rosmaster.master][INFO] 2019-12-31 09:10:29,590: +PARAM [/usb_cam/io_method] by /roslaunch
[rosmaster.master][INFO] 2019-12-31 09:10:29,590: +PARAM [/usb_cam/camera_frame_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-31 09:10:29,590: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2019-12-31 09:10:29,590: +PARAM [/usb_cam/image_height] by /roslaunch
[rosmaster.master][INFO] 2019-12-31 09:10:29,592: +SERVICE [/rosout/get_loggers] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:46125/
[rosmaster.master][INFO] 2019-12-31 09:10:29,592: +SERVICE [/rosout/set_logger_level] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:46125/
[rosmaster.master][INFO] 2019-12-31 09:10:29,594: +PUB [/rosout_agg] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:46125/
[rosmaster.master][INFO] 2019-12-31 09:10:29,596: +SUB [/rosout] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:46125/
[rosmaster.master][INFO] 2019-12-31 09:10:29,610: +PUB [/rosout] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:35825/
[rosmaster.master][INFO] 2019-12-31 09:10:29,611: +SERVICE [/usb_cam/get_loggers] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:35825/
[rosmaster.master][INFO] 2019-12-31 09:10:29,612: +SERVICE [/usb_cam/set_logger_level] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:35825/
[rosmaster.master][INFO] 2019-12-31 09:10:29,620: +PUB [/rosout] /usb_cam_display/image_view http://itachi-HP-Pavilion-Laptop-15-cc1xx:32801/
[rosmaster.master][INFO] 2019-12-31 09:10:29,621: +SERVICE [/usb_cam_display/image_view/get_loggers] /usb_cam_display/image_view http://itachi-HP-Pavilion-Laptop-15-cc1xx:32801/
[rosmaster.master][INFO] 2019-12-31 09:10:29,622: +SERVICE [/usb_cam_display/image_view/set_logger_level] /usb_cam_display/image_view http://itachi-HP-Pavilion-Laptop-15-cc1xx:32801/
[rosmaster.master][INFO] 2019-12-31 09:10:29,645: +PUB [/usb_cam/image_raw/compressedDepth] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:35825/
[rosmaster.master][INFO] 2019-12-31 09:10:29,645: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:46125/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:35825/']
[rosmaster.master][INFO] 2019-12-31 09:10:29,646: +SERVICE [/usb_cam/image_raw/compressedDepth/set_parameters] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:35825/
[rosmaster.master][INFO] 2019-12-31 09:10:29,647: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:46125/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:35825/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-12-31 09:10:29,647: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:46125/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:35825/', 'http://itachi-HP-Pavilion-Laptop-15-cc1xx:32801/']
[rosmaster.master][INFO] 2019-12-31 09:10:29,647: +PUB [/usb_cam/image_raw/compressedDepth/parameter_descriptions] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:35825/
